Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
5/28/2017,0.36,59.1,67.2,75.3,62.1,0.3,10.86
5/29/2017,0,57.5,69,80.5,53.8,1.53,23.49
5/30/2017,0,53.6,67.3,81,50.5,2.18,24.94
5/31/2017,0,57.4,69.7,82,54.9,0.57,23.55
6/1/2017,0.23,62.8,71.2,79.7,59.4,1.16,20.57
6/2/2017,0.03,64,71.9,79.8,63.4,1.64,15.91
6/3/2017,0,66.8,76.1,85.4,64.9,1.11,21.74
6/4/2017,0.02,69.1,77.5,85.9,66.2,0.59,22.24
6/5/2017,0.2,65.9,74,82,68.7,0.21,13.31
6/6/2017,0,65.5,78.7,91.8,58.6,1.61,37.29
6/7/2017,0,58.3,69.9,81.4,51.4,3.04,25.01
6/8/2017,0,60.5,70.7,80.9,50.5,5.11,25.05
6/9/2017,0,60.7,71.3,82,52,4.7,25.18
6/10/2017,0,66.1,75.4,84.7,58.1,5.07,25.34
6/11/2017,0,69.9,78.8,87.7,66.3,4.9,20.75
6/12/2017,0,70.3,80.2,90.1,66.9,4.34,24.63
6/13/2017,0,73.5,82.1,90.7,69.7,2.94,24.72
6/14/2017,0,71.8,80.7,89.7,70,3.26,23.87
6/15/2017,0.33,67.6,77.8,87.9,70.2,1.76,17.82
6/16/2017,0.02,69,80,91.1,68,3.27,27.53
6/17/2017,0.93,67.5,79,90.6,68.9,0.48,23.84
6/18/2017,1.43,66.2,78.4,90.6,70.2,0.5,20.34
6/19/2017,0,63.5,72.7,82,57,1.78,23.2
6/20/2017,0,66.6,77,87.4,61.6,3.13,28.64
6/21/2017,0,71,80.6,90.1,65.2,6.2,28.19
6/22/2017,0,70.9,80.3,89.8,65.1,4.59,27.99
6/23/2017,0,72.6,79.4,86.3,71.6,1.7,16.34
6/24/2017,0,60.2,71.5,82.7,56.1,3,24.58
6/25/2017,0,62.6,70.4,78.2,48.1,6.57,23.91
6/26/2017,0.04,53.2,65.5,77.8,51.4,0.81,21.31
6/27/2017,0.17,55.9,64.4,72.9,56.8,0.21,13.02
6/28/2017,0,61.1,71.1,81.2,63.9,1.17,15.13
6/29/2017,0,72.6,80.5,88.3,68.2,6.15,20.44
6/30/2017,2.56,65.2,72.6,80.1,68.9,0.12,8.74
7/1/2017,0,62.2,72.3,82.4,64.7,0.75,15.82
7/2/2017,0,66.1,75.8,85.6,61.7,2.8,26.23
7/3/2017,0,69.9,79.1,88.2,66.6,1.84,24.96
7/4/2017,0,72.3,80.5,88.6,68.8,1.83,22.44
7/5/2017,0.48,68.8,73.3,77.9,69.8,0.27,6.82
7/6/2017,0.01,66.6,75.2,83.8,68.8,0.4,14.88
7/7/2017,0,73.1,81.4,89.6,69.8,3.81,23.92
7/8/2017,0,65.2,77.5,89.8,67,0.34,24.3
7/9/2017,0,69.2,78.8,88.4,65.4,1.96,27.09
7/10/2017,0,73.3,81.5,89.7,72.1,2.94,20.54
7/11/2017,0,76.1,84.3,92.6,73.3,3.31,24.15
7/12/2017,0,77.2,85.1,93.1,73.9,3.92,24.74
7/13/2017,0.1,72.9,83.7,94.6,73.8,1.36,26.56
7/14/2017,0.21,71.5,80.3,89,72.5,0.34,16.92
7/15/2017,0,71.3,79.6,87.8,72,0.47,18.3
7/16/2017,0,70.2,80.2,90.1,67.9,2.49,28.22
7/17/2017,0,71.9,81.7,91.6,68.4,3.81,28.56
7/18/2017,0,73.8,83.3,92.7,69.4,2.84,31.7
7/19/2017,0,76.1,83.5,91,69.4,6.2,26.87
7/20/2017,0.12,75.7,84.2,92.7,73.4,1.7,23.11
7/21/2017,0,80.2,88.6,97,74,7.9,31.29
7/22/2017,0,82,89.2,96.5,73.4,9.91,30.61
7/23/2017,1.36,68.6,83.7,98.7,72.4,0.24,33.8
7/24/2017,0,70.9,81.2,91.6,71.5,1.42,22.96
7/25/2017,0,71.6,79.3,87.1,67.9,4.1,20.55
7/26/2017,0,74.3,83.8,93.3,73.3,4.14,26.13
7/27/2017,5.14,72.3,77.7,83,75.1,0.12,8.41
7/28/2017,0,72.7,79,85.3,73.1,0.49,12.61
7/29/2017,0,66.8,75.4,84.1,64.4,2.45,20.23
7/30/2017,0,63.3,72.4,81.5,61.1,1.27,19.84
7/31/2017,0,64,72.4,80.8,61.4,1.55,17.83
8/1/2017,0.02,63.4,70.2,77,65.2,0.22,10.41
8/2/2017,0,65,74.7,84.5,65.6,0.43,20.48
8/3/2017,0,68.9,78.2,87.5,66.2,2.81,24.27
8/4/2017,0,56.1,69.8,83.4,59.8,2.77,18.13
8/5/2017,0,58.1,68.3,78.6,53.2,3.01,20.54
8/6/2017,3.96,59.6,63.5,67.3,62.5,0.18,5.2
8/7/2017,0,65.2,70.5,75.8,66.6,0.18,7.63
8/8/2017,0,61.6,70.3,79.1,63.6,0.2,14.75
8/9/2017,0,61.5,71.3,81.1,60.6,1.43,19.39
8/10/2017,0.08,63.8,73.6,83.4,67.3,0.07,17.03
8/11/2017,0.25,67.6,76.7,85.9,69.6,0.57,16.81
8/12/2017,0,62.3,72.1,81.9,63.1,1.04,17.49
8/13/2017,0,61.2,70.8,80.3,60.5,0.6,18.28
8/14/2017,0,64.7,72.4,80.1,65.2,0.31,13.48
8/15/2017,0,67.3,76.4,85.4,69.8,0.49,15.98
8/16/2017,0.66,70.1,79,87.9,71.5,0.3,19.73
8/17/2017,0.52,66.5,76.8,87.1,70.3,0.16,15.19
8/18/2017,0,64.3,74,83.7,62.9,1.05,21.34
8/19/2017,0,66.3,77.3,88.3,68.2,0.26,22.02
8/20/2017,0.07,68.3,80.3,92.2,70.8,0.63,29.44
8/21/2017,0,69,79.2,89.4,70,1.06,19.79
8/22/2017,4.8,65.6,74.8,84,71,0.07,10.49
8/23/2017,0,55.7,68,80.3,60,0.31,16.29
8/24/2017,0,58.3,68.7,79.2,57.3,0.67,19.05
8/25/2017,0,61.9,70.4,79,60,1.7,16.93
8/26/2017,0,64.5,73.1,81.7,62.4,1.63,18.02
8/27/2017,0,66.4,75.5,84.6,64.5,2.42,20.42
8/28/2017,0.19,61.9,69,76.1,65.7,0.15,7.67
8/29/2017,0,59.3,70,80.8,61.4,0.17,18.35
8/30/2017,0,59.9,68.8,77.7,61.1,0.17,14.33
8/31/2017,0,61.1,71.7,82.3,62.4,0.42,18.98
9/1/2017,0,61.1,70.7,80.3,62.6,0.76,16.25
9/2/2017,0,61,69.9,78.8,58.7,1.56,16.45
9/3/2017,0,63.5,73.7,83.8,64.8,0.25,18.09
9/4/2017,0,67.4,77.3,87.1,67,0.37,23.51
9/5/2017,0,58.9,73,87.2,62.2,2,18.97
9/6/2017,0,49.7,62.4,75.1,46.7,1.56,19.81
9/7/2017,0,50.6,61.5,72.4,47.7,0.8,17.17
9/8/2017,0,52.3,65.8,79.3,50.9,1.38,23.38
9/9/2017,0,59,72.6,86.3,57.7,1.9,27.58
9/10/2017,0,61.8,73.5,85.1,60.3,1.86,25.07
9/11/2017,0,57.3,70.6,83.8,57.2,1.76,23.86
9/12/2017,0,56.4,68.6,80.7,54.4,1.06,22.19
9/13/2017,0,56.4,67.1,77.8,53.6,0.63,20.02
9/14/2017,0,58.6,71.6,84.7,58.6,1.17,24.26
9/15/2017,0,64.9,75.8,86.8,57.8,4.4,27.8
9/16/2017,0,67.1,77.5,87.9,65.6,4.09,21.4
9/17/2017,0.45,64.8,76,87.2,66.8,0.26,20.42
9/18/2017,0.04,64,70,76,64.8,0.3,10.19
9/19/2017,0.28,64.6,69.4,74.2,66.7,0.15,5.85
9/20/2017,0,67,77.5,88,69.2,0.35,20.62
9/21/2017,0,73.3,81,88.7,72.8,2,18.43
9/22/2017,0,72.5,81.8,91.2,71.5,2.45,23
9/23/2017,0,70.4,80.1,89.8,69.2,2.41,23.58
9/24/2017,0,69.9,79.8,89.8,67.7,3.01,25.15
9/25/2017,0,67.9,78.9,89.8,66.3,2.43,26.37
9/26/2017,0.27,65.8,76.7,87.6,65.3,0.34,23.75
9/27/2017,0.03,59,64.6,70.1,60.4,0.41,5.39
9/28/2017,0,50.5,59,67.5,51.9,0.46,10.44
9/29/2017,0,52.7,64.5,76.3,52.4,0.6,18.25
9/30/2017,0,55.9,68.5,81.1,50.9,1.74,25.63
10/1/2017,0,59.6,69.4,79.3,47.9,6.54,22.51
10/2/2017,0,61.2,69.7,78.2,52.9,2.44,20.21
10/3/2017,0,66.1,75.7,85.3,64.8,1.26,19.77
10/4/2017,0,65,74.8,84.6,69.1,0.22,16.5
10/5/2017,0.93,60.8,63.5,66.3,62.3,0.17,1.62
10/6/2017,0.05,65.9,70.6,75.3,68.5,0.17,5.73
10/7/2017,0.55,64.6,70.2,75.8,66.2,0.26,8.09
10/8/2017,0.04,54.6,64.5,74.4,54.6,0.81,15.11
10/9/2017,0,53.2,66.3,79.4,52.7,0.28,22.23
10/10/2017,0.27,49.4,64.6,79.7,51.8,0.68,19.27
10/11/2017,0.16,43,46.6,50.2,43.3,0.05,3.59
10/12/2017,0,44.7,54,63.2,47.5,0.02,7.99
10/13/2017,0,48.6,59.9,71.1,54.4,0.01,11.19
10/14/2017,0,62.2,73.6,85.1,64.7,2.2,18.64
10/15/2017,0.51,47.6,66.5,85.4,59.7,0.16,19.42
10/16/2017,0,41.9,51.4,60.9,39.8,1.25,10.17
10/17/2017,0,43,56,69,41,1.46,16.09
10/18/2017,0,48.2,59.9,71.5,45.2,2.29,16.14
10/19/2017,0,50.1,62.1,74.2,48.3,2.07,17.11
10/20/2017,0,52.5,66.2,79.9,51.9,1.98,21.6
10/21/2017,0,55.8,64.6,73.3,56.6,2.24,11.87
10/22/2017,1.88,48.8,62.7,76.5,57.4,0.09,10.66
10/23/2017,0,44.9,54.4,63.9,42.7,0.59,12.36
10/24/2017,0,45.8,56,66.3,36,2.79,14.32
10/25/2017,0,39.9,48,56,28.4,2.2,10.81
10/26/2017,0,41.9,55.5,69.2,39.4,2.33,16.25
10/27/2017,0,37,54,70.9,35.6,2.94,16.5
10/28/2017,0,29.5,36,42.6,23.5,1.28,4.94
10/29/2017,0,28.5,38,47.5,20.8,1.11,7.91
10/30/2017,0,32.6,47.3,61.9,31.1,2.67,13.57
10/31/2017,0,29.1,40.4,51.7,22.8,1.61,8.97
11/1/2017,0,28.4,33,37.5,23.8,1.09,4.19
11/2/2017,0,39.1,45.6,52.2,45.6,0.09,2.75
11/3/2017,0,37.1,47.2,57.4,45.3,0.12,3.7
11/4/2017,0,36.3,44.8,53.2,41.7,0.25,5.14
11/5/2017,0.02,45,49,53.1,47.3,0.05,2.89
11/6/2017,0,31.1,41.9,52.7,38.4,0.33,3.42
11/7/2017,0,30.5,36.8,43.2,31.4,0.79,3.31
11/8/2017,0,29.5,37.2,44.9,27.7,0.77,4.68
11/9/2017,0,29.4,40.6,51.7,26.9,0.81,8.35
11/10/2017,0,24.2,37.3,50.3,21,1.31,7.3
11/11/2017,0.04,23.9,31.9,39.9,19.5,1.6,4.75
11/12/2017,0.1,37.8,44.7,51.7,40.3,0.12,6.07
11/13/2017,0,42.1,45.2,48.2,41.3,0.22,2.17
11/14/2017,0,43.8,47.7,51.6,43.7,0.4,3.15
11/15/2017,0.04,51.2,53.6,56,52,0.28,1.96
11/16/2017,0,32,45.3,58.6,33.8,0.65,10.28
11/17/2017,0,31.9,43.7,55.6,32.8,1.3,8.38
11/18/2017,0.06,49.4,58.9,68.4,56.4,0.18,6.55
11/19/2017,0.04,30.9,40.9,50.9,31.3,0.64,6.52
11/20/2017,0,30,40.9,51.9,27.2,1.42,8.15
11/21/2017,0,41.3,51.4,61.6,30,3.23,13.45
11/22/2017,0,21.5,36.3,51.1,19.6,0.97,9.28
11/23/2017,0,21,31.6,42.2,18.3,0.99,6.08
11/24/2017,0,35.1,49.1,63,32.4,2.72,12.66
11/25/2017,0,42.4,57.8,73.1,37.4,2.32,20.23
11/26/2017,0,38.8,50,61.1,30.8,1.5,12.92
11/27/2017,0,39.7,52.3,64.8,32,2.81,15.22
11/28/2017,0,46.1,57.2,68.3,42.8,3.6,12.97
11/29/2017,0,47.3,55.3,63.4,35.2,4.68,9.9
11/30/2017,0,44.2,49.5,54.8,25.8,4.64,10.26
12/1/2017,0,32.9,45.3,57.7,24.3,2.23,12.34
12/2/2017,0,34,46,58.1,30.1,1.33,11.23
12/3/2017,0,36.6,49.4,62.2,37.9,0.68,10.7
12/4/2017,0,42.4,55.6,68.8,51.3,1.53,9.65
12/5/2017,0,28.8,50.2,71.7,36.4,1.97,11.03
12/6/2017,0,29.3,38,46.7,14.3,2.41,8.52
12/7/2017,0,18,32.6,47.3,20.5,0.87,6.74
12/8/2017,0,16,23.5,31,8.1,0.84,3.72
12/9/2017,0,20.3,31,41.7,19.4,0.85,5.69
12/10/2017,0,25.7,33.2,40.7,20.3,1.2,4.99
12/11/2017,0,32.8,44.7,56.6,23.3,2.37,11.22
12/12/2017,0,22.6,39.8,57,23.7,1.03,11.7
12/13/2017,0,21.5,30.7,39.9,19.6,1,5.98
12/14/2017,0,35.8,47.9,60.1,27,2.4,12.48
12/15/2017,0,32.3,36.2,40.1,25.7,1.04,4
12/16/2017,0,31.7,38.8,45.8,24.4,1.04,6.38
12/17/2017,0.13,37.4,49.1,60.8,28.5,0.75,13.44
12/18/2017,0.12,40.7,43.8,46.9,42.3,0.13,1.58
12/19/2017,0,40.9,46.9,52.9,38.8,0.21,6.38
12/20/2017,0,33.2,43.1,53,37.1,0.27,4.76
12/21/2017,0,32.3,38.2,44,29.3,0.28,3.98
12/22/2017,0,29.5,42.1,54.7,38,0.21,3.63
12/23/2017,0,21.9,27,32.1,24,0.41,1.6
12/24/2017,0.06,20.6,25.9,31.2,17.4,0.34,2.56
12/25/2017,0,18.9,22.6,26.3,13.3,0.39,2.1
12/26/2017,0,11.3,19.4,27.5,10.2,0.58,2.63
12/27/2017,0,1,6.4,11.8,-0.5,0.39,1.17
12/28/2017,0,0.8,8.7,16.5,-0.5,0.45,1.56
12/29/2017,0,16.6,21.9,27.2,12.3,0.68,2.26
12/30/2017,0,10.1,20.9,31.7,18.8,0.26,2.01
12/31/2017,0,5,9.6,14.3,-2,0.62,1.47
1/1/2018,0,-7.1,1.8,10.8,-7.4,0.29,1.2
1/2/2018,0,-8.1,1.1,10.2,-10,0.25,1.5
1/3/2018,0,-0.7,11.4,23.6,-1.6,0.49,3.03
1/4/2018,0,5.2,16.4,27.5,6.5,0.4,2.97
1/5/2018,0,5,15,25,2.9,0.45,2.74
1/6/2018,0,11.9,20.1,28.2,5.7,0.86,3.09
1/7/2018,0,11.3,22.9,34.5,10.9,0.79,3.77
1/8/2018,0.24,28.8,32.3,35.7,31.1,0.07,3.29
1/9/2018,0,28,38.7,49.4,30.9,0.1,6.24
1/10/2018,0,31.9,36.2,40.5,34.9,0.12,1.67
1/11/2018,0.25,38.4,47.8,57.1,42.3,0.17,7.02
1/12/2018,0.16,7.7,27.5,47.2,12.9,0.07,0.93
1/13/2018,0,6.3,14,21.6,2.8,0.54,1.84
1/14/2018,0.06,12.2,16,19.8,4.5,0.42,2.04
1/15/2018,0.07,16.2,24.7,33.1,21,0.19,1.92
1/16/2018,0,-2.8,6.5,15.9,-3.1,0.38,1.27
1/17/2018,0,-3,4,11,-2.9,0.2,0.88
1/18/2018,0,1.8,13,24.2,7.7,0.28,1.97
1/19/2018,0,19.6,30.4,41.2,17.6,1.39,5.06
1/20/2018,0,30.7,40.3,49.9,28.9,0.79,7.18
1/21/2018,0,40.8,47,53.2,43.9,0.24,3.33
1/22/2018,0.15,38.7,52.4,66,49.6,0.38,8.83
1/23/2018,0.06,29.4,34,38.7,30.1,0.1,1.58
1/24/2018,0,25.9,31.1,36.4,25,0.4,2.41
1/25/2018,0,27,39,51,25.9,0.62,8.1
1/26/2018,0,38.4,51.5,64.6,23.8,3.6,16.71
1/27/2018,0,33.8,46.5,59.1,35,1.58,9.04
1/28/2018,0,27.5,41.8,56.1,21.7,1.08,12.12
1/29/2018,0,15.2,30,44.8,21.2,0.48,5.26
1/30/2018,0,14.1,22.5,30.9,11.9,0.42,3.39
1/31/2018,0,23.7,36.7,49.8,20.2,1.17,8.66
2/1/2018,0,36.1,44.2,52.3,28.9,2.37,7.72
2/2/2018,0,11.5,22.9,34.3,7.1,0.72,3.54
2/3/2018,0,11.2,23.9,36.5,10.4,0.94,4.61
2/4/2018,0,26.6,38.1,49.7,21.1,1.24,8.74
2/5/2018,0.09,3,13.4,23.8,4.2,0.26,1.53
2/6/2018,0,6.2,13.9,21.7,9.2,0.35,1.3
2/7/2018,0,12.8,16.6,20.3,10.2,0.41,1.22
2/8/2018,0,12.5,21.9,31.3,15.3,0.23,2.72
2/9/2018,0,23.9,38.2,52.6,24.4,0.89,9.01
2/10/2018,0,14.7,26.8,39,16.8,0.39,3.41
2/11/2018,0.02,14.5,17.5,20.6,12.1,0.27,1.06
2/12/2018,0,15.4,23.5,31.6,12.3,0.47,3.31
2/13/2018,0,15.3,25.4,35.5,15.2,0.68,4.26
2/14/2018,0,26.5,36.7,47,27.1,0.44,6.48
2/15/2018,0,41.7,51,60.2,46.3,0.52,4.98
2/16/2018,0,26.9,47.5,68,37.3,1.2,16.18
2/17/2018,0.03,24.6,31.1,37.6,10.9,1.05,5.67
2/18/2018,0,31.8,42.8,53.7,25.5,0.33,10.23
