Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
4/6/2017,0.72,38.9,45.5,52.1,43.3,0.33,2.06
4/7/2017,0.01,33.1,42,50.9,34.3,0.63,5.37
4/8/2017,0,33.6,44.6,55.6,30,0.73,9.98
4/9/2017,0,39.3,54,68.8,39.5,2.08,15.28
4/10/2017,0,55,65.5,76,50.8,5.42,16.39
4/11/2017,0.14,46.1,57.7,69.3,54.3,0.62,9.44
4/12/2017,0,37.6,47.7,57.8,41.4,0.37,6.77
4/13/2017,0,41.8,54.8,67.8,41.2,0.95,15.18
4/14/2017,0,49.6,64.4,79.1,52.2,0.8,19.28
4/15/2017,0.1,54.3,68.2,82.1,56.7,1.45,22.99
4/16/2017,0.18,58.8,70.1,81.3,54.4,0.86,23.32
4/17/2017,0.04,51.6,60.2,68.8,52.5,0.97,8.45
4/18/2017,0,45.1,58.2,71.3,41,1.74,18.58
4/19/2017,0,53.5,65.6,77.8,53.5,1.21,19.9
4/20/2017,0,63.7,72.8,81.8,60.6,2.4,20.14
4/21/2017,0.1,45.3,62.8,80.3,51.1,1.93,17.86
4/22/2017,0,42.5,49.9,57.2,37.1,2.1,8.07
4/23/2017,0,37.2,49.9,62.6,32.5,1.93,13.16
4/24/2017,0,43.1,57.7,72.3,30.1,3.82,22.03
4/25/2017,0,47.4,62.8,78.2,35.6,2.32,28.05
4/26/2017,0,55.7,68.1,80.4,52.7,3.25,23.47
4/27/2017,0.81,46.1,62.8,79.6,55.7,0.36,20.84
4/28/2017,0.01,45.4,47.9,50.5,43.6,0.86,3.35
4/29/2017,0.65,47.8,52,56.2,51.9,0.26,2.34
4/30/2017,1.81,47.5,54.1,60.6,53.2,0.24,2.03
5/1/2017,0.83,52,60.3,68.5,57.7,0.29,6.29
5/2/2017,0.02,42.9,48.6,54.4,41.7,1.19,5.14
5/3/2017,0,39.2,48.2,57.2,40,0.74,6.95
5/4/2017,1.15,43.9,47.8,51.7,43.3,0.31,4.64
5/5/2017,0.71,41.7,44.7,47.7,41.8,0.45,2.26
5/6/2017,0.29,43.7,52.6,61.4,41.9,0.45,10.38
5/7/2017,0.01,39.4,50.1,60.7,40.5,0.69,9.22
5/8/2017,0,39.7,51.6,63.5,36.5,1.2,12.36
5/9/2017,0.02,46.2,56.2,66.2,44.4,1.17,11.23
5/10/2017,0,52.1,65.1,78.1,57.2,0.54,14.59
5/11/2017,0.73,56,69.3,82.6,61.5,0.28,18.94
5/12/2017,0,49.6,55.9,62.2,52.4,0.55,4.15
5/13/2017,0,48.5,59.9,71.3,47.8,1.16,14.97
5/14/2017,0,54.8,67.3,79.8,50.1,2.45,23.63
5/15/2017,0,57.2,70.6,84.1,53,2.31,27.52
5/16/2017,0,61.1,74.2,87.3,56.9,2.98,29.53
5/17/2017,0,67.5,77.1,86.8,59.7,5.06,28.14
5/18/2017,0,70.1,77.1,84.1,60.3,5.28,24.55
5/19/2017,0.72,50.8,69.9,89,58.5,1.3,30.24
5/20/2017,0.63,50,56.4,62.8,53,0.28,3.15
5/21/2017,1.03,54.5,66,77.4,62.3,0.21,10.84
5/22/2017,0,48,56.6,65.2,48,0.92,8.57
5/23/2017,0,53.5,63.2,72.9,50.9,1.07,17.06
5/24/2017,0.22,56,62.7,69.4,54.6,0.55,11.66
